osu_id	pctsim	kingdom	phylum	class	order	family	genus
1001117	97.4	Bacteria_[3]	Bacteroidetes_[3]	Bacteroidia_[3]	Bacteroidales_[3]	Prevotellaceae_[3]	Prevotella_[3]
1001147	94.09	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001211	97.87	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001620	97.64	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001652	94.09	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001840	93.38	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1002057	98.11	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1003502	96.45	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000833	97.4	Bacteria_[2]	Bacteroidetes_[2]	Bacteroidia_[2]	Bacteroidales_[2]	Prevotellaceae_[2]	Prevotella_[2]
1000627	99.53	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000892	92.2	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001042	97.87	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001304	91.73	Bacteria_[10]	Bacteroidetes_[10]	Bacteroidia_[10]	Bacteroidales_[10]	Prevotellaceae_[10]	Prevotella_[10]
1002526	99.53	Bacteria_[2]	Bacteroidetes_[2]	Bacteroidia_[2]	Bacteroidales_[2]	Prevotellaceae_[2]	Prevotella_[2]
1002567	97.05	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001626	99.76	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1002890	94.56	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000920	98.82	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001016	98.35	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001156	97.16	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001923	99.53	Bacteria_[2]	Bacteroidetes_[2]	Bacteroidia_[2]	Bacteroidales_[2]	Prevotellaceae_[2]	Prevotella_[2]
1002032	99.53	Bacteria_[2]	Bacteroidetes_[2]	Bacteroidia_[2]	Bacteroidales_[2]	Prevotellaceae_[2]	Prevotella_[2]
1002046	92.43	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1002712	99.53	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1002821	98.35	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1003151	99.76	Bacteria_[4]	Bacteroidetes_[4]	Bacteroidia_[4]	Bacteroidales_[4]	Prevotellaceae_[4]	Prevotella_[4]
1000916	99.05	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001947	93.62	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001948	92.66	Bacteria_[2]	Bacteroidetes_[2]	Bacteroidia_[2]	Bacteroidales_[2]	Prevotellaceae_[2]	Prevotella_[2]
1001031	99.29	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000816	97.64	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000934	96.69	Bacteria_[2]	Bacteroidetes_[2]	Bacteroidia_[2]	Bacteroidales_[2]	Prevotellaceae_[2]	Prevotella_[2]
1001083	96.93	Bacteria_[2]	Bacteroidetes_[2]	Bacteroidia_[2]	Bacteroidales_[2]	Prevotellaceae_[2]	Prevotella_[2]
1001095	95.04	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1002823	99.53	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
15148	100	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001373	99.76	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000479	94.56	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000280	95.27	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001081	95.27	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000738	95.04	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000317	95.27	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000523	95.04	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000353	95.04	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001735	94.56	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001909	99.76	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001334	94.8	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001551	95.04	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000592	94.8	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000710	94.8	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000566	94.33	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000276	95.27	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001324	95.51	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001752	94.8	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1002949	97.64	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1003433	97.16	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1002835	97.4	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001266	95.27	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001388	94.8	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000718	95.04	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000832	95.04	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000711	99.76	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001293	99.76	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1003613	83.96	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1003315	94.8	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001629	95.04	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000977	95.04	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000998	95.4	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1002488	99.53	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001421	95.04	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1001466	99.76	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1002508	94.56	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotellamassilia_[1]
1000902	93.93	Bacteria_[3]	Firmicutes_[3]	Negativicutes_[3]	Selenomonadales_[3]	Selenomonadaceae_[3]	Propionispira_[3]
1000591	80.1	Bacteria_[1]	Firmicutes_[1]	Clostridia_[1]	Clostridiales_[1]	NA	Proteiniborus_[1]
1000910	80.64	Bacteria_[1]	Firmicutes_[1]	Clostridia_[1]	Clostridiales_[1]	NA	Proteiniborus_[1]
1002192	80.39	Bacteria_[1]	Firmicutes_[1]	Clostridia_[1]	Clostridiales_[1]	NA	Proteiniborus_[1]
9516	100	Bacteria_[4]	Proteobacteria_[4]	Gammaproteobacteria_[4]	Enterobacterales_[4]	Morganellaceae_[4]	Providencia_[4]
4338	100	Bacteria_[5]	Proteobacteria_[5]	Gammaproteobacteria_[5]	Enterobacterales_[5]	Morganellaceae_[5]	Providencia_[5]
1001221	92.12	Bacteria_[1]	Firmicutes_[1]	Clostridia_[1]	Clostridiales_[1]	NA	Pseudoflavonifractor_[1]
1000379	88.67	Bacteria_[3]	Firmicutes_[3]	Clostridia_[3]	Clostridiales_[3]	NA	Pseudoflavonifractor_[3]
1000924	90.86	Bacteria_[3]	Firmicutes_[3]	Clostridia_[3]	Clostridiales_[3]	NA	Pseudoflavonifractor_[3]
1000685	86.21	Bacteria_[1]	Firmicutes_[1]	Clostridia_[1]	Clostridiales_[1]	NA	Pseudoflavonifractor_[1]
