sample_id	osu_id	osu_count	pctsim	species
SRR7293498	1000115	124	99.53	Phascolarctobacterium_succinatutens_YIT_12067
SRR7293498	1001066	123	98.82	Prevotella_copri_DSM_18205
SRR7293498	1000116	120	98.35	Prevotella_copri_JCM_13464
SRR7293498	1000304	119	88.15	Clostridium_sp._BNL1100,Clostridium_josui_JCM_17888,Anaerobacterium_chartisolvens_T-1-35
SRR7293498	1000381	118	99.05	Prevotella_copri_DSM_18205
SRR7293498	13565	117	100	Odoribacter_splanchnicus_An39
SRR7293498	18543	117	100	Gemmiger_formicilis_X2-56
SRR7293498	1000935	116	94.04	Eggerthellaceae_bacterium_AT8
SRR7293498	1000170	110	94.1	Sporobacter_termitidis_DSM_10068
SRR7293498	1001658	110	91.13	Clostridiales_bacterium_Marseille-P2846
SRR7293498	1000398	108	99.75	Eubacterium_hallii_DSM_3353,Eubacterium_hallii_2789STDY5834835,Eubacterium_hallii_2789STDY5834966
SRR7293498	1000015	107	99.05	Prevotella_copri_DSM_18205
SRR7293498	1000043	106	94.32	Oscillibacter_sp._ER4
SRR7293498	1000224	106	91.63	Sporobacter_termitidis_DSM_10068
SRR7293498	1000230	106	85.89	Vallitalea_pronyensis_FatNI3
SRR7293498	1001700	104	89.36	Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_cellulosilyticus_CL09T06C25,Bacteroides_intestinalis_KLE1704,Bacteroides_cellulosilyticus_JCM_15632,Bacteroides_cellulosilyticus_CL02T12C19,Bacteroides_sp._14(A),Bacteroides_cellulosilyticus_WH2
SRR7293498	3820	102	100	Alistipes_putredinis_DSM_17216,Alistipes_putredinis_JCM_16772
SRR7293498	1000448	101	95.06	Oscillibacter_sp._1-3,Oscillibacter_sp._PC13
SRR7293498	1000737	99	97.28	Clostridia_bacterium_UC5.1-1D1
SRR7293498	1000143	98	94.63	Megasphaera_sp._NM10
SRR7293498	1000472	98	96.77	Anaerocolumna_cellulosilytica_SN021
SRR7293498	4062	97	100	Veillonella_dispar_ATCC_17748,Veillonella_dispar_DNF00926
SRR7293498	1000108	95	93.83	Oscillibacter_valericigenes_Sjm18-20,Oscillibacter_ruminantium_GH1
SRR7293498	1000332	95	93.84	Flavonifractor_sp._An100
SRR7293498	15541	94	100	Duodenibacillus_massiliensis_Marseille-P2968
SRR7293498	1000201	94	92.36	Sporobacter_termitidis_DSM_10068
SRR7293498	1001783	94	99.3	Phascolarctobacterium_succinatutens_YIT_12067
SRR7293498	1000013	93	97.4	Prevotella_copri_JCM_13464
SRR7293498	1001798	92	86.17	Acetobacter_orleanensis_JCM_7639_JCM_7639T,Acetobacter_orleanensis_LMG_1583,Acetobacter_orleanensis_CCM_3610,Acetobacter_orleanensis_DSM_4492,Acetobacter_orleanensis_JCM_7639,Acetobacter_orleanensis_NBRC_13752
SRR7293498	3804	89	100	Dorea_longicatena_DSM_13814,Dorea_longicatena_2789STDY5608851,Dorea_longicatena_2789STDY5834914,Dorea_longicatena_2789STDY5608866,Dorea_longicatena_2789STDY5834961
SRR7293498	4238	87	100	Collinsella_aerofaciens_ATCC_25986,Collinsella_aerofaciens_indica,Collinsella_sp._4_8_47FAA,Collinsella_aerofaciens_2789STDY5834902,Collinsella_aerofaciens_2789STDY5608823,Collinsella_aerofaciens_2789STDY5608842,Collinsella_sp._TF06-26,Collinsella_aerofaciens_JCM_10188
SRR7293498	1000345	87	94.07	Oscillibacter_sp._ER4
SRR7293498	1000435	86	80.3	Lachnospiraceae_bacterium_AC2029
SRR7293498	1000771	85	99.51	Senegalimassilia_anaerobia_JC110_type_strain:_JC110,Senegalimassilia_anaerobia_JC110
SRR7293498	5897	84	100	Bacteroides_ovatus_3725_D9_iii,Bacteroides_sp._KFT8
SRR7293498	8444	83	100	Clostridium_saudiense_JCC,Clostridium_disporicum_2789STDY5834855,Clostridium_disporicum_2789STDY5608827,Clostridium_disporicum_DS1
SRR7293498	21964	83	100	Slackia_isoflavoniconvertens_HE8,Slackia_isoflavoniconvertens_JCM_16137
SRR7293498	1000559	83	94.59	Clostridia_bacterium_UC5.1-1D10,Anaerotignum_lactatifermentans_An75,Anaerotignum_lactatifermentans_DSM_14214,Clostridium_lactatifermentans_G17
SRR7293498	1000817	83	97.27	Clostridiales_bacterium_1_7_47FAA,Lachnoclostridium_pacaense_Marseille-P3100
SRR7293498	3852	82	100	Ruminococcus_lactaris_ATCC_29176
SRR7293498	1000012	82	99.53	Prevotella_copri_JCM_13464
SRR7293498	1000424	81	91.87	Sporobacter_termitidis_DSM_10068
SRR7293498	1000430	81	90.15	Intestinimonas_massiliensis_GD2
SRR7293498	1000318	79	99.07	Desulfovibrio_piger
SRR7293498	1000182	78	95.06	Oscillibacter_sp._1-3
SRR7293498	4004	77	100	Fusobacterium_gonidiaformans_3-1-5R_3_1_5R,Fusobacterium_equinum_CMW8396
SRR7293498	3988	76	100	Prevotella_copri_DSM_18205
SRR7293498	1000502	72	85.71	Sporanaerobacter_acetigenes_DSM_13106,Sporanaerobacter_acetigenes_Lup33
SRR7293498	3819	70	100	Clostridium_sp._1_1_41A1FAA,Intestinibacter_bartlettii_2789STDY5834879,Intestinibacter_bartlettii_WAL_16138
SRR7293498	1000787	70	88.4	Anaerobacterium_chartisolvens_T-1-35
SRR7293498	1001267	70	99.77	Bacteroides_uniformis_3978_T3_ii,Bacteroides_uniformis_3978_T3_i
SRR7293498	1000992	69	89.36	Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_cellulosilyticus_CL09T06C25,Bacteroides_intestinalis_KLE1704,Bacteroides_cellulosilyticus_JCM_15632,Bacteroides_cellulosilyticus_CL02T12C19,Bacteroides_sp._14(A),Bacteroides_cellulosilyticus_WH2
SRR7293498	1000515	66	95.56	Oscillibacter_sp._ER4
SRR7293498	1000063	65	89.43	Anaeromassilibacillus_sp._Marseille-P4683
SRR7293498	1000560	65	92.86	Intestinimonas_massiliensis_GD2
SRR7293498	1000612	65	97.27	Clostridium_sp._SS2/1,Anaerostipes_hadrus_BPB5
SRR7293498	1002058	64	92.89	Butyricimonas_paravirosa_214-4
SRR7293498	3801	63	100	Blautia_obeum_2789STDY5608837,Blautia_obeum_2789STDY5834921
SRR7293498	1000335	63	90.64	Clostridiales_bacterium_Marseille-P2846
SRR7293498	1001469	63	99.76	Bacteroides_vulgatus_dnLKV7,Bacteroides_vulgatus_2789STDY5834944
SRR7293498	11038	62	100	Roseburia_intestinalis_2789STDY5834960,Roseburia_intestinalis_DSM_14610,Roseburia_intestinalis_L1-82
SRR7293498	1000199	62	93.85	Prevotella_sp._S7-1-8
SRR7293498	11018	61	100	Fusicatenibacter_saccharivorans_2789STDY5834923,Fusicatenibacter_saccharivorans_2789STDY5608849,Fusicatenibacter_saccharivorans_2789STDY5834885,Fusicatenibacter_saccharivorans_HT03-11
SRR7293498	1000675	61	93.35	Intestinimonas_massiliensis_GD2
SRR7293498	1001073	61	98.26	Lachnospiraceae_bacterium_TF01-11
SRR7293498	1000178	60	99.29	Prevotella_copri_DSM_18205
SRR7293498	1000455	60	92.35	Eubacterium_coprostanoligenes_ATCC_51222,Eubacterium_coprostanoligenes_HL
SRR7293498	1000139	58	99.26	Faecalibacterium_prausnitzii_CNCM_I_4546,Faecalibacterium_prausnitzii_M21/2,Faecalibacterium_prausnitzii_2789STDY5834970,Faecalibacterium_prausnitzii_CNCM_I_4573,Faecalibacterium_prausnitzii_CNCM_I_4644
SRR7293498	1000441	58	86.49	Falcatimonas_natans_WN011
SRR7293498	1000914	58	96.31	Clostridiales_bacterium_Marseille-P2846
SRR7293498	1001291	58	98.52	Flavonifractor_sp._An100
SRR7293498	1002145	57	99.26	Faecalibacterium_prausnitzii_2789STDY5608869,Faecalibacterium_prausnitzii_CNCM_I_4575
SRR7293498	4096	56	100	Faecalibacterium_prausnitzii_A2-165,Faecalibacterium_prausnitzii_CNCM_I_4543,Faecalibacterium_prausnitzii_CNCM_I_4574,Faecalibacterium_prausnitzii_AHMP21,Faecalibacterium_prausnitzii_Indica,Faecalibacterium_prausnitzii_A2165
SRR7293498	1000062	55	96.77	Gemmiger_formicilis_X2-56
SRR7293498	1001701	55	91.11	Ruminococcus_sp._FC2018
SRR7293498	1001815	55	95.56	Oscillibacter_sp._ER4
SRR7293498	1000216	54	97.27	Lachnospira_pectinoschiza_2789STDY5834836,Lachnospira_pectinoschiza_2789STDY5834886,Lactobacillus_rogosae_ATCC_27753
SRR7293498	1000239	54	91.13	Clostridiales_bacterium_Marseille-P2846
SRR7293498	1000297	54	95.07	Sporobacter_termitidis_DSM_10068
SRR7293498	1000497	54	95.78	Ruminococcus_flavefaciens_AE3010,Ruminococcus_flavefaciens_007c,Ruminococcus_flavefaciens_YAD2003
SRR7293498	1001926	54	96.3	Oscillibacter_sp._KLE_1728,Oscillibacter_sp._KLE_1745,Oscillospiraceae_bacterium_VE202-24
SRR7293498	1002182	54	96.55	Clostridiales_bacterium_Marseille-P2846
SRR7293498	3049	53	100	Eubacterium_rectale_ATCC_33656,Eubacterium_rectale_2789STDY5608860,Eubacterium_rectale_2789STDY5834884,Eubacterium_rectale_2789STDY5834968
SRR7293498	1000247	53	96.04	Ruminococcus_bromii_ATCC_27255,Ruminococcus_bromii_5AMG
SRR7293498	1001407	53	95.78	Lachnoclostridium_edouardi_Marseille-P3397
SRR7293498	4107	52	100	Bacteroides_sp._2_1_33B,Parabacteroides_sp._D26,Parabacteroides_distasonis_2789STDY5834901
SRR7293498	1000806	52	97.77	Eubacterium_coprostanoligenes_ATCC_51222,Eubacterium_coprostanoligenes_HL
SRR7293498	1001502	52	88.15	Clostridium_sp._BNL1100,Clostridium_josui_JCM_17888,Anaerobacterium_chartisolvens_T-1-35
SRR7293498	1001548	52	88.15	Anaerobacterium_chartisolvens_T-1-35
SRR7293498	1002206	52	96.55	Clostridiales_bacterium_Marseille-P2846
SRR7293498	1000946	50	91.63	Clostridiales_bacterium_Marseille-P2846
SRR7293498	1002236	50	89.16	Flavonifractor_sp._An306
SRR7293498	1000491	49	94.33	Alistipes_putredinis_DSM_17216,Alistipes_putredinis_JCM_16772
SRR7293498	1000105	48	98.76	Clostridium_disporicum_2789STDY5834856
SRR7293498	16667	47	100	Alistipes_shahii_JCM_16773
SRR7293498	1000160	46	91.4	Ethanoligenens_harbinense_YUAN-3
SRR7293498	1000241	46	95.3	Eubacterium_coprostanoligenes_ATCC_51222,Eubacterium_coprostanoligenes_HL
SRR7293498	1000261	46	96.03	Clostridium_sp._KNHs209
SRR7293498	3799	45	100	Eubacterium_ventriosum_ATCC_27560
SRR7293498	1000085	45	97.52	Eubacterium_ruminantium_HUN269,Eubacterium_ruminantium_2388,Eubacterium_ruminantium_FB3002,Eubacterium_ruminantium_ATCC_17233,Eubacterium_ruminantium_GA195
SRR7293498	1000350	45	89.9	Flavonifractor_sp._An306
SRR7293498	1000815	45	89.16	Ruminococcus_sp._FC2018
SRR7293498	1001834	45	99.27	Libanicoccus_massiliensis_Marseille-P3237
SRR7293498	1002323	45	90.78	Parabacteroides_sp._D13,Parabacteroides_distasonis_CL03T12C09,Parabacteroides_sp._CT06,Parabacteroides_distasonis_2b7A
SRR7293498	2433	43	100	Bacteroides_vulgatus_2789STDY5834842,Bacteroides_vulgatus_2789STDY5834897,Bacteroides_vulgatus_JCM_5826,Bacteroides_vulgatus_mpk
SRR7293498	4144	43	100	Bacteroides_sp._D22,Bacteroides_xylanisolvens_An109,Bacteroides_xylanisolvens_NLAE-zl-C202,Bacteroides_xylanisolvens_CL03T12C04
SRR7293498	1000730	43	79.8	Lachnospiraceae_bacterium_AC2029
SRR7293498	1000932	43	89.16	Flavonifractor_sp._An100
SRR7293498	1001220	43	93.35	Intestinimonas_butyriciproducens_ER1,Intestinimonas_butyriciproducens_SRB-521-5-I,Intestinimonas_butyriciproducens_AF211,Intestinimonas_butyriciproducens_27-5-10
SRR7293498	1002348	43	96.27	Dialister_succinatiphilus_YIT_11850
SRR7293498	1000348	42	99.01	Ruminococcus_flavefaciens_FD-1,Ruminococcus_flavefaciens_ND2009,Ruminococcus_flavefaciens_MA2007
SRR7293498	1001871	42	93.09	Emergencia_timonensis_SN18
SRR7293498	1000681	41	93.8	Eubacterium_siraeum_2789STDY5834928
SRR7293498	1001204	41	99.75	Howardella_ureilytica_GPC_589
SRR7293498	4610	40	100	Bilophila_wadsworthia_3_1_6,Bilophila_sp._4_1_30,Bilophila_wadsworthia_ATCC_49260
SRR7293498	1002392	40	87.44	Clostridium_sp._Bc-iso-3,Clostridium_sp._link-BC1
SRR7293498	4060	39	100	Ruminococcus_sp._5_1_39BFAA,Blautia_obeum_2789STDY5608838,Blautia_wexlerae_2789STDY5834863,Blautia_obeum_2789STDY5834957,Blautia_obeum_2789STDY5834861,Blautia_wexlerae_DSM_19850,Blautia_sp._Marseille-P2398
SRR7293498	11029	39	100	Roseburia_inulinivorans_2789STDY5608887,Roseburia_inulinivorans_2789STDY5608835,Roseburia_inulinivorans_L1-83,Roseburia_inulinivorans_A2-194
SRR7293498	13921	39	100	Prevotella_sp._885
SRR7293498	1000883	39	99.51	Agathobaculum_butyriciproducens_SR79
SRR7293498	4699	38	100	Odoribacter_splanchnicus_DSM_20712_DSM_220712,Odoribacter_splanchnicus_NCTC10825,Odoribacter_splanchnicus_DSM_220712,Odoribacter_splanchnicus_JCM_15291
SRR7293498	1000762	38	98.76	Clostridia_bacterium_UC5.1-1D1
SRR7293498	4147	37	100	Veillonella_sp._3_1_44,Veillonella_parvula_UMB0371
SRR7293498	12185	37	100	Clostridiales_bacterium_KLE1615
SRR7293498	1002247	37	82.67	Ruminococcaceae_bacterium_AE2021,Ruminococcaceae_bacterium_KH2T8,Ruminococcaceae_bacterium_KHP2
SRR7293498	1002442	37	95.53	Lachnoclostridium_edouardi_Marseille-P3397
SRR7293498	11027	35	100	Ruminococcus_torques_2789STDY5608867,Ruminococcus_torques_2789STDY5608833,Ruminococcus_torques_2789STDY5834889,Ruminococcus_faecis_Eg2
SRR7293498	1000245	35	96.29	Lachnoclostridium_sp._An138,Lachnoclostridium_sp._An131
SRR7293498	1000394	35	96.31	Butyricicoccus_sp._BB10
SRR7293498	1002490	35	91.58	Victivallis_vadensis_Cello
SRR7293498	2137	34	100	Bacteroides_fragilis_[58],Bacteroides_sp._3_2_5,Pseudomonas_aeruginosa_PAHM4
SRR7293498	1000655	34	80.24	Alistipes_inops_627,Tidjanibacter_massiliensis_Marseille-P3084
SRR7293498	1001140	34	91.63	Intestinimonas_massiliensis_GD2
SRR7293498	1001095	33	95.04	Prevotellamassilia_timonensis_Marseille-P2831
SRR7293498	1002528	33	99.01	Agathobaculum_butyriciproducens_SR79
SRR7293498	1002529	33	96.23	Bacteroides_acidifaciens_1e8A,Bacteroides_congonensis_Marseille-P3132
SRR7293498	1002530	33	94.58	Sporobacter_termitidis_DSM_10068
SRR7293498	1000123	32	93.68	Anaerovibrio_lipolyticus_5S,Anaerovibrio_lipolyticus_DSM_3074,Anaerovibrio_sp._JC8
SRR7293498	1002550	32	98.35	Prevotella_copri_JCM_13464
SRR7293498	1000102	31	99.53	Veillonella_tobetsuensis_ATCC_BAA-2400,Veillonella_tobetsuensis_JCM_17976,Veillonella_rogosae_CF100
SRR7293498	1000145	31	98.76	Ruminococcus_bicirculans_80/3
SRR7293498	1002568	31	99.05	Prevotella_sp._P4-65,Prevotella_sp._P5-125,Prevotella_sp._P5-60
SRR7293498	1000494	30	97.77	Lachnoclostridium_edouardi_Marseille-P3397
SRR7293498	1001169	30	97.04	Oscillibacter_valericigenes_Sjm18-20
SRR7293498	1002587	30	96.55	Butyricicoccus_pullicaecorum_1.2,Butyricicoccus_pullicaecorum_An180,Butyricicoccus_pullicaecorum_An179,Butyricicoccus_pullicaecorum,Butyricicoccus_pullicaecorum_25-3
SRR7293498	1000513	29	92.43	Alloprevotella_rava_81/4-12
SRR7293498	1000987	29	91.63	Clostridium_straminisolvens_JCM_21531,Clostridium_straminisolvens_CSK1
SRR7293498	11823	28	100	Parvimonas_sp._KA00067
SRR7293498	1000399	28	86.45	Clostridiales_bacterium_Marseille-P2846
SRR7293498	1002636	28	99.76	Bacteroides_thetaiotaomicron_2789STDY5834846,Bacteroides_sp._HMSC067B03,Bacteroides_faecis_MAJ27
SRR7293498	1001076	27	99.05	Prevotella_copri_DSM_18205
SRR7293498	1001319	27	93.83	Emergencia_timonensis_SN18
SRR7293498	1002663	27	90.89	Clostridium_akagii_DSM_12554,Clostridium_akagii_CK58
SRR7293498	3870	26	100	Coprococcus_comes_ATCC_27758,Coprococcus_comes_2789STDY5608832,Coprococcus_comes_2789STDY5834962,Coprococcus_comes_2789STDY5834913,Coprococcus_comes_2789STDY5834866
SRR7293498	1000022	26	97.29	Succinivibrio_dextrinosolvens_ACV-10,Succinivibrio_dextrinosolvens_0554
SRR7293498	1000184	26	99.77	Catenibacterium_mitsuokai_2789STDY5608825
SRR7293498	1000333	26	99.53	Paraprevotella_clara_YIT_11840,Paraprevotella_clara_JCM_14859
SRR7293498	1000465	26	93.81	Ruminococcus_callidus_ATCC_27760
SRR7293498	1000587	26	90.42	Christensenella_massiliensis_Marseille-P2438
SRR7293498	1001833	26	89.36	Barnesiella_intestinihominis_YIT_11860
SRR7293498	4506	24	100	Prevotella_disiens_FB035-09AN,Prevotella_disiens_JCM_6334_=_ATCC_29426,Prevotella_disiens_DNF00882,Prevotella_disiens_JCM_6334
SRR7293498	1000367	24	98.26	Clostridium_sp._KNHs209
SRR7293498	1001879	24	98.52	Clostridium_sp._SN20
SRR7293498	1001998	24	92.12	Intestinimonas_massiliensis_GD2
SRR7293498	1002378	24	98.27	Oscillibacter_sp._ER4
SRR7293498	1002744	24	89.88	bacterium_MS4
SRR7293498	2436	23	100	Bacteroides_sp._3_1_19,Parabacteroides_distasonis_2789STDY5608822
SRR7293498	1000975	23	87.38	Vallitalea_pronyensis_FatNI3
SRR7293498	1002788	23	84.16	Victivallis_vadensis_Cello
SRR7293498	1002790	23	80.94	Alistipes_inops_627,Tidjanibacter_massiliensis_Marseille-P3084
SRR7293498	1002791	23	90.91	Ethanoligenens_harbinense_YUAN-3
SRR7293498	1713	22	100	Klebsiella_pneumoniae_[669],Klebsiella_oxytoca_[2]
SRR7293498	1000594	22	80.24	Pelobacter_seleniigenes_DSM_18267,Pelobacter_seleniigenes_KM
SRR7293498	1001391	22	95.05	Ihubacter_massiliensis_Marseille-P2843
SRR7293498	13802	21	100	Bacteroides_caccae_ATCC_43185,Bacteroides_caccae_JCM_9498
SRR7293498	1000583	21	99.26	Eubacterium_xylanophilum_ATCC_35991
SRR7293498	1000743	21	94.87	Olsenella_sp._An290,Olsenella_sp._An188,Olsenella_sp._An270,Olsenella_sp._Marseille-P2300
SRR7293498	1000599	20	87.93	Flavonifractor_sp._An306
SRR7293498	1000642	20	98.01	Clostridium_sp._M62/1,Clostridium_saccharolyticum_An168
SRR7293498	5828	19	100	Alistipes_finegoldii_AHN_2437
SRR7293498	1002934	19	98.82	Prevotella_copri_JCM_13464
SRR7293498	1002935	19	88.92	Flavonifractor_sp._An306
SRR7293498	15151	18	100	Romboutsia_timonensis_Marseille-P326,Romboutsia_timonensis_DR1
SRR7293498	1000218	18	85.34	Prevotella_sp._109
SRR7293498	1000478	18	97.77	Colidextribacter_massiliensis_Marseille-P3083
SRR7293498	1002965	18	97.16	Bacteroides_fragilis_[10],Bacteroides_sp._Marseille-P2653,Bacteroides_sp._UW
SRR7293498	3879	17	100	Enterobacter_cloacae_UCI_30
SRR7293498	1000208	17	99.25	Terrisporobacter_othiniensis_08-306576,Terrisporobacter_petrolearius_LAM0A37
SRR7293498	1000688	17	96.8	Intestinimonas_butyriciproducens_ER1,Intestinimonas_butyriciproducens_SRB-521-5-I,Intestinimonas_butyriciproducens_AF211,Intestinimonas_butyriciproducens_27-5-10
SRR7293498	1001366	17	85.71	Flavonifractor_sp._An306
SRR7293498	1000400	16	90.15	Intestinimonas_massiliensis_GD2
SRR7293498	15733	15	100	Bacteroides_sp._Marseille-P2653
SRR7293498	1000755	15	85.64	Vallitalea_pronyensis_FatNI3
SRR7293498	1000124	14	91.49	Prevotella_salivae_DSM_15606,Prevotella_salivae_EPSA11,Prevotella_salivae_F0493,Prevotella_sp._HJM029
SRR7293498	1000796	14	92.86	Sporobacter_termitidis_DSM_10068
SRR7293498	1001563	14	93.35	Flavonifractor_sp._An100
SRR7293498	3807	13	100	Bacteroides_uniformis_[10],Bacteroides_sp._4_1_36
SRR7293498	3939	13	100	Bacteroides_dorei_DSM_17855,Bacteroides_sp._9_1_42FAA,Bacteroides_dorei_5_1_36/D4,Bacteroides_sp._3_1_33FAA,Bacteroides_dorei_An16,Bacteroides_dorei_An41,Bacteroides_dorei_175,Bacteroides_dorei_CL02T00C15,Bacteroides_dorei_CL02T12C06,Bacteroides_dorei_CL03T12C01
SRR7293498	11033	13	100	Lachnospira_pectinoschiza_2789STDY5834836,Lachnospira_pectinoschiza_2789STDY5834886,Lactobacillus_rogosae_ATCC_27753
