sample_id	osu_id	osu_count	pctsim	species
SRR7293432	3583	127	100	Burkholderiales_bacterium_1_1_47,Parasutterella_excrementihominis_YIT_11859
SRR7293432	1000015	122	99.29	Prevotella_copri_JCM_13464
SRR7293432	1000117	119	94.32	Oscillibacter_sp._ER4
SRR7293432	1000320	117	99.75	Coprococcus_eutactus_ATCC_27759,Coprococcus_eutactus_2789STDY5608829,Coprococcus_eutactus_2789STDY5834963,Coprococcus_eutactus_2789STDY5608888,Coprococcus_eutactus_2789STDY5608843
SRR7293432	8929	115	100	Bifidobacterium_pseudocatenulatum_[12],Bifidobacterium_catenulatum_[3],Bifidobacterium_kashiwanohense_[2],Bifidobacterium_sp._N4G05,Bifidobacterium_sp._N5G01
SRR7293432	1000272	115	94.07	Oscillibacter_sp._ER4
SRR7293432	1001337	114	93.55	Clostridium_leptum_DSM_753
SRR7293432	1001122	113	96.81	Tyzzerella_sp._An114
SRR7293432	1000491	111	87.41	Anaerobacterium_chartisolvens_T-1-35
SRR7293432	1000067	108	96.79	Oscillibacter_sp._ER4
SRR7293432	1000467	108	99.26	Eubacterium_ramulus_ATCC_29099,Eubacterium_ramulus_2789STDY5608891
SRR7293432	1000012	104	99.53	Prevotella_copri_JCM_13464
SRR7293432	1000558	102	99.26	Blautia_massiliensis_GD9
SRR7293432	4717	101	100	Haemophilus_parainfluenzae_[14],Haemophilus_influenzae_[4]
SRR7293432	1000210	101	99.26	Faecalibacterium_prausnitzii_CNCM_I_4546,Faecalibacterium_prausnitzii_M21/2,Faecalibacterium_prausnitzii_2789STDY5834970,Faecalibacterium_prausnitzii_CNCM_I_4573,Faecalibacterium_prausnitzii_CNCM_I_4644
SRR7293432	1000766	98	95.09	Megasphaera_elsdenii_DSM_20460,Megasphaera_elsdenii_24-50,Megasphaera_elsdenii_14-14
SRR7293432	14456	94	100	Ruminococcus_bromii_L2-36
SRR7293432	1001531	94	94.39	Megasphaera_elsdenii_DSM_20460,Megasphaera_elsdenii_24-50,Megasphaera_elsdenii_14-14,Megasphaera_sp._NM10
SRR7293432	1000330	89	96.29	Lachnoclostridium_sp._An138,Lachnoclostridium_sp._An131
SRR7293432	1001049	88	97.52	Clostridium_sp._M62/1,Clostridium_saccharolyticum_An168,Lachnoclostridium_edouardi_Marseille-P3397
SRR7293432	1000675	86	96.28	Clostridium_asparagiforme_N6
SRR7293432	15155	84	100	Romboutsia_timonensis_Marseille-P326,Romboutsia_timonensis_DR1
SRR7293432	1001623	83	99.75	Coprococcus_eutactus_2789STDY5608829,Coprococcus_eutactus_2789STDY5834963,Coprococcus_eutactus_2789STDY5608888,Coprococcus_eutactus_2789STDY5608843
SRR7293432	1000290	82	99.01	Gemmiger_formicilis_X2-56
SRR7293432	1001485	80	99.76	Bacteroides_fragilis_HMW_610
SRR7293432	1	79	100	Bifidobacterium_longum_[61],Bifidobacterium_sp._12_1_47BFAA
SRR7293432	17229	79	100	Blautia_faecis_M25
SRR7293432	1000574	79	99.53	Prevotella_sp._P4-65,Prevotella_sp._P5-125,Prevotella_sp._P5-60
SRR7293432	1000352	76	95.31	Oscillibacter_sp._ER4
SRR7293432	1001686	76	99.75	Coprococcus_eutactus_2789STDY5608829,Coprococcus_eutactus_2789STDY5834963,Coprococcus_eutactus_2789STDY5608888,Coprococcus_eutactus_2789STDY5608843
SRR7293432	4062	72	100	Ruminococcus_sp._5_1_39BFAA,Blautia_obeum_2789STDY5608838,Blautia_wexlerae_2789STDY5834863,Blautia_obeum_2789STDY5834957,Blautia_obeum_2789STDY5834861,Blautia_wexlerae_DSM_19850,Blautia_sp._Marseille-P2398
SRR7293432	1000344	71	96.04	Ruminococcus_bromii_ATCC_27255,Ruminococcus_bromii_5AMG
SRR7293432	1001198	71	97.52	Lachnospiraceae_bacterium_JC7,Oribacterium_sp._C9
SRR7293432	1000193	70	91.83	Acetanaerobacterium_elongatum_Z7
SRR7293432	1001569	70	99.75	Clostridiales_bacterium_KLE1615
SRR7293432	1000281	69	96.04	Ruminococcus_bicirculans_80/3
SRR7293432	1000397	69	95.3	Eubacterium_coprostanoligenes_ATCC_51222,Eubacterium_coprostanoligenes_HL
SRR7293432	1000251	66	99.01	Roseburia_faecis_2789STDY5608863,Roseburia_faecis_M72,Roseburia_faecis_M72/1
SRR7293432	1000855	66	79.12	Ruminococcaceae_bacterium_AB4001,Ruminococcaceae_bacterium_YRB3002
SRR7293432	3854	64	100	Ruminococcus_lactaris_ATCC_29176
SRR7293432	9550	64	100	Oscillibacter_sp._ER4
SRR7293432	4146	63	100	Bacteroides_sp._D22,Bacteroides_xylanisolvens_An109,Bacteroides_xylanisolvens_NLAE-zl-C202,Bacteroides_xylanisolvens_CL03T12C04
SRR7293432	1000833	63	99.75	Ruminococcus_callidus_ATCC_27760
SRR7293432	1001795	63	99.01	Clostridium_disporicum_2789STDY5834856
SRR7293432	1000304	62	99.53	Phascolarctobacterium_succinatutens_YIT_12067
SRR7293432	11022	61	100	Fusicatenibacter_saccharivorans_2789STDY5834923,Fusicatenibacter_saccharivorans_2789STDY5608849,Fusicatenibacter_saccharivorans_2789STDY5834885,Fusicatenibacter_saccharivorans_HT03-11
SRR7293432	11041	60	100	Faecalibacterium_prausnitzii_2789STDY5608869,Faecalibacterium_prausnitzii_CNCM_I_4575
SRR7293432	1000981	60	98.51	Dorea_longicatena_DSM_13814,Dorea_longicatena_2789STDY5608851,Dorea_longicatena_2789STDY5834914,Dorea_longicatena_2789STDY5608866,Dorea_longicatena_2789STDY5834961
SRR7293432	1000089	59	96.74	Dialister_succinatiphilus_YIT_11850
SRR7293432	1001009	58	98.01	Lachnoclostridium_sp._An196
SRR7293432	4362	55	100	Eubacterium_hallii_DSM_3353,Eubacterium_hallii_2789STDY5834835,Eubacterium_hallii_2789STDY5834966
SRR7293432	12724	55	100	Haemophilus_sp._HMSC068C11,Haemophilus_sp._HMSC71H05
SRR7293432	1001875	55	92.2	Parabacteroides_sp._D13,Parabacteroides_distasonis_CL03T12C09,Parabacteroides_sp._CT06,Parabacteroides_distasonis_2b7A
SRR7293432	1000120	54	92.35	Eubacterium_coprostanoligenes_ATCC_51222,Eubacterium_coprostanoligenes_HL
SRR7293432	1000388	54	97.27	Clostridium_sp._M62/1,Clostridium_saccharolyticum_An168,Lachnoclostridium_edouardi_Marseille-P3397
SRR7293432	1000196	53	96.77	Butyrivibrio_crossotus_DSM_2876
SRR7293432	1001372	52	89.36	Barnesiella_intestinihominis_YIT_11860
SRR7293432	3801	51	100	Eubacterium_ventriosum_ATCC_27560
SRR7293432	3852	51	100	Escherichia_albertii_[14]
SRR7293432	14457	51	100	Ruminococcus_bromii_ATCC_27255,Ruminococcus_bromii_5AMG
SRR7293432	1000536	51	89.41	Intestinimonas_massiliensis_GD2
SRR7293432	1000912	51	89.66	Christensenella_minuta_DSM_22607,Christensenella_minuta_YIT_12065
SRR7293432	1000271	50	85.89	Vallitalea_pronyensis_FatNI3
SRR7293432	1000612	50	98.01	Clostridium_sp._M62/1,Clostridium_saccharolyticum_An168
SRR7293432	1000665	50	99.5	Lachnoclostridium_sp._An138,Lachnoclostridium_sp._An131
SRR7293432	1000021	49	94.07	Oscillibacter_sp._ER4
SRR7293432	11031	47	100	Ruminococcus_torques_2789STDY5608867,Ruminococcus_torques_2789STDY5608833,Ruminococcus_torques_2789STDY5834889,Ruminococcus_faecis_Eg2
SRR7293432	1000151	46	99.53	Veillonella_tobetsuensis_ATCC_BAA-2400,Veillonella_tobetsuensis_JCM_17976,Veillonella_rogosae_CF100
SRR7293432	4375	45	100	Streptococcus_salivarius_[40],Streptococcus_vestibularis_[4],Streptococcus_sp._1004_SSPC,Streptococcus_sp._449_SSPC,Streptococcus_sp._ACS2,Streptococcus_sp._C150,Streptococcus_sp._CCH5-D3,Streptococcus_sp._CCH8-H5,Streptococcus_sp._FDAARGOS_192,Streptococcus_sp._HMSC064D12,Streptococcus_sp._HMSC064H09,Streptococcus_sp._HMSC065H07,Streptococcus_sp._HMSC068F04,Streptococcus_sp._HMSC072D03,Streptococcus_sp._HMSC078H03,Streptococcus_sp._HMSC078H12,Streptococcus_sp._HMSC10E12,Streptococcus_sp._SR4
SRR7293432	1000103	45	92.12	Sporobacter_termitidis_DSM_10068
SRR7293432	1000424	45	95.27	Prevotellamassilia_timonensis_Marseille-P2831
SRR7293432	1000498	45	98.82	Alistipes_onderdonkii_WAL_8169_=_DSM_19147,Alistipes_sp._AL-1,Alistipes_finegoldii_2789STDY5608890,Alistipes_finegoldii_2789STDY5834947,Alistipes_onderdonkii_An90,Alistipes_onderdonkii_JCM_16771,Alistipes_onderdonkii_WAL_8169
SRR7293432	1001188	44	91.81	Clostridium_leptum_DSM_753
SRR7293432	1001720	44	92.36	Anaerostipes_hadrus_2789STDY5834860
SRR7293432	1000662	43	94.28	Candidatus_Soleaferrea_massiliensis_AP7
SRR7293432	1001123	42	98.82	Coprobacter_secundus_177,Gabonia_massiliensis_GM3
SRR7293432	1001746	41	88.34	Abyssivirga_alkaniphila_L81,Vallitalea_guaymasensis_Ra1766G1
SRR7293432	1000383	40	91.13	Clostridiales_bacterium_Marseille-P2846
SRR7293432	1001925	40	97.27	Eubacterium_ramulus_ATCC_29099,Eubacterium_ramulus_2789STDY5608891
SRR7293432	1000079	39	97.54	Roseburia_sp._831b
SRR7293432	1000579	39	96.28	Lachnoclostridium_sp._An196
SRR7293432	1001758	39	93.38	Bacteroidales_bacterium_WCE2004
SRR7293432	1000011	38	99.05	Prevotella_copri_DSM_18205
SRR7293432	1000085	38	94.32	Oscillibacter_sp._ER4
SRR7293432	1000961	38	99.77	Haemophilus_sp._HMSC068C11,Haemophilus_sp._HMSC71H05
SRR7293432	1001007	38	99.29	Prevotella_sp._885
SRR7293432	1001700	38	96.3	Oscillibacter_sp._PC13
SRR7293432	4514	37	100	Leuconostoc_lactis_KCTC_3773,Leuconostoc_lactis_KACC_91922,Leuconostoc_lactis_WIKIM21,Leuconostoc_lactis_LN19,Leuconostoc_lactis_LN24,Leuconostoc_lactis_JCM_6123,Leuconostoc_lactis_KCTC_3528,Leuconostoc_citreum_1300_LCIT,Leuconostoc_lactis_WiKim40,Leuconostoc_lactis_CCK940
SRR7293432	11028	37	100	Turicibacter_sanguinis_2789STDY5608865,Turicibacter_sanguinis_2789STDY5834949,Turicibacter_sanguinis_2789STDY5834851
SRR7293432	1001149	37	87.41	Anaerobacterium_chartisolvens_T-1-35
SRR7293432	1002148	36	98.26	Clostridium_disporicum_2789STDY5834856
SRR7293432	1002149	36	99.5	Coprococcus_comes_ATCC_27758,Coprococcus_comes_2789STDY5608832,Coprococcus_comes_2789STDY5834962,Coprococcus_comes_2789STDY5834913,Coprococcus_comes_2789STDY5834866
SRR7293432	8856	35	100	Parabacteroides_distasonis_An199
SRR7293432	1000062	35	89.43	Anaeromassilibacillus_sp._Marseille-P4683
SRR7293432	1000481	35	96.28	Clostridiales_bacterium_1_7_47FAA,Lachnoclostridium_pacaense_Marseille-P3100,Clostridium_sp._AT4_AT5
SRR7293432	3829	34	100	Anaerostipes_hadrus_2789STDY5834860
SRR7293432	3856	34	100	Bifidobacterium_bifidum_[28]
SRR7293432	5830	34	100	Alistipes_finegoldii_CIP_107999
SRR7293432	1000032	34	98.11	Prevotella_copri_JCM_13464
SRR7293432	1000455	34	86.49	Falcatimonas_natans_WN011
SRR7293432	1000464	34	96.55	Clostridiales_bacterium_Marseille-P2846
SRR7293432	11603	33	100	Megasphaera_sp._DJF_B143
SRR7293432	1000184	33	99.07	Veillonella_sp._AS16,Veillonella_tobetsuensis_ATCC_BAA-2400,Veillonella_tobetsuensis_JCM_17976,Veillonella_rogosae_CF100
SRR7293432	1000973	33	96.77	Clostridium_sp._KNHs209
SRR7293432	1000478	32	98.11	Prevotella_copri_JCM_13464
SRR7293432	1002250	31	99.53	Alistipes_sp._HGB5
SRR7293432	1002251	31	99.29	Prevotella_sp._P4-65,Prevotella_sp._P5-119,Prevotella_sp._P4-76
SRR7293432	3803	30	100	Blautia_obeum_2789STDY5608837,Blautia_obeum_2789STDY5834921
SRR7293432	1000334	30	97.77	Ruminococcus_lactaris_ATCC_29176,Ruminococcus_lactaris_CC59_002D
SRR7293432	1001077	30	95.78	Ruminococcus_champanellensis_18P13_=_JCM_17042_type_strain:_18P13,Ruminococcus_champanellensis_18P13_=_JCM_17042,Ruminococcus_champanellensis_18P13
SRR7293432	1001905	30	80.47	Acetobacteroides_hydrogenigenes_RL-C
SRR7293432	5191	29	100	Lactobacillus_ruminis_DPC_6832,Lactobacillus_ruminis_PEL66
SRR7293432	1001876	28	86.39	Hespellia_stercorisuis_DSM_15480
SRR7293432	1002102	28	85.19	Abyssivirga_alkaniphila_L81,Vallitalea_guaymasensis_Ra1766G1
SRR7293432	1000245	27	92.12	Sporobacter_termitidis_DSM_10068
SRR7293432	1000326	27	98.26	Eubacterium_xylanophilum_ATCC_35991
SRR7293432	1000354	27	85.19	Clostridium_lentocellum_DSM_5427
SRR7293432	1000757	27	97.77	Hespellia_porcina_PC80
SRR7293432	1001036	27	97.02	Clostridium_sp._KNHs209
SRR7293432	3993	25	100	Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_cellulosilyticus_CL09T06C25,Bacteroides_intestinalis_KLE1704,Bacteroides_cellulosilyticus_JCM_15632,Bacteroides_cellulosilyticus_CL02T12C19,Bacteroides_sp._14(A),Bacteroides_cellulosilyticus_WH2
SRR7293432	4098	25	100	Faecalibacterium_prausnitzii_A2-165,Faecalibacterium_prausnitzii_CNCM_I_4543,Faecalibacterium_prausnitzii_CNCM_I_4574,Faecalibacterium_prausnitzii_AHMP21,Faecalibacterium_prausnitzii_Indica,Faecalibacterium_prausnitzii_A2165
SRR7293432	4240	25	100	Collinsella_aerofaciens_ATCC_25986,Collinsella_aerofaciens_indica,Collinsella_sp._4_8_47FAA,Collinsella_aerofaciens_2789STDY5834902,Collinsella_aerofaciens_2789STDY5608823,Collinsella_aerofaciens_2789STDY5608842,Collinsella_sp._TF06-26,Collinsella_aerofaciens_JCM_10188
SRR7293432	1000989	25	99.75	Cloacibacillus_porcorum_CL-84
SRR7293432	1001986	25	87.9	Clostridium_sp._BNL1100,Clostridium_josui_JCM_17888
SRR7293432	1553	24	100	Campylobacter_jejuni_[1019],Campylobacter_coli_[303],Campylobacter_sp._107,Campylobacter_sp._108,Campylobacter_sp._109,Campylobacter_sp._110,Campylobacter_sp._111,Campylobacter_sp._112,Campylobacter_sp._113,Campylobacter_sp._114,Campylobacter_sp._3,Campylobacter_sp._4,Campylobacter_sp._BCW_4317,Campylobacter_sp._BCW_4321,Campylobacter_sp._BCW_4323,Campylobacter_sp._BCW_4325,Campylobacter_sp._BCW_4326,Campylobacter_sp._BCW_4332,Campylobacter_sp._BCW_4335,Campylobacter_sp._BCW_4341,Campylobacter_sp._BCW_6460,Campylobacter_sp._BCW_6461,Campylobacter_sp._BCW_6462,Campylobacter_sp._BCW_6463,Campylobacter_sp._BCW_6464,Campylobacter_sp._BCW_6465,Campylobacter_sp._BCW_6466,Campylobacter_sp._BCW_6467,Campylobacter_sp._BCW_6468,Campylobacter_sp._BCW_6871,Campylobacter_sp._BCW_6872,Campylobacter_sp._BCW_6873,Campylobacter_sp._BCW_6874,Campylobacter_sp._BCW_6875,Campylobacter_sp._BCW_6877,Campylobacter_sp._BCW_6878,Campylobacter_sp._BCW_6889,Campylobacter_sp._BCW_7460,Campylobacter_sp._BCW_8709,Campylobacter_sp._BCW_8713
SRR7293432	22907	24	100	Veillonella_rogosae_CF100
SRR7293432	1000420	24	97.02	Clostridium_sp._KNHs209
SRR7293432	1001552	24	91.56	Massilioclostridium_coli_Marseille-P2976
SRR7293432	1000037	23	99.53	Bacteroides_coprophilus_DSM_18228_=_JCM_13818,Bacteroides_coprophilus_JCM_13816,Bacteroides_coprophilus_JCM_13817,Bacteroides_coprophilus_CB42
SRR7293432	1000335	23	97.28	Eubacterium_coprostanoligenes_ATCC_51222,Eubacterium_coprostanoligenes_HL
SRR7293432	1000412	23	90.15	Intestinimonas_massiliensis_GD2
SRR7293432	1000468	23	90.39	Intestinimonas_massiliensis_GD2
SRR7293432	1002427	23	88.59	Vallitalea_pronyensis_FatNI3
SRR7293432	4066	22	100	Dialister_invisus_DSM_15470,Dialister_invisus_E7.25,Dialister_invisus_JCM_17566
SRR7293432	1000465	22	89.16	Monoglobus_pectinilyticus_14
SRR7293432	1000587	22	92.35	Eubacterium_coprostanoligenes_ATCC_51222,Eubacterium_coprostanoligenes_HL
SRR7293432	1000913	22	93.09	Emergencia_timonensis_SN18
SRR7293432	1001208	22	94.27	Lachnospiraceae_bacterium_NK3A20
SRR7293432	1000323	21	88.67	Pseudoflavonifractor_sp._An187,Pseudoflavonifractor_sp._An176,Pseudoflavonifractor_sp._An44
SRR7293432	1002484	21	86.39	Clostridium_clariflavum_EBR45
SRR7293432	2246	20	100	Bacteroides_sp._1_1_6,Bacteroides_thetaiotaomicron_19_BTHE,Bacteroides_thetaiotaomicron_2789STDY5834899,Bacteroides_thetaiotaomicron_KLE1254,Bacteroides_thetaiotaomicron_14-106904-2,Bacteroides_thetaiotaomicron_NLAE-zl-C579,Bacteroides_thetaiotaomicron_KPPR-3,Bacteroides_thetaiotaomicron_JCM_5827,Bacteroides_thetaiotaomicron,Bacteroides_thetaiotaomicron_7330
SRR7293432	1000086	20	91.83	Acetanaerobacterium_elongatum_Z7
SRR7293432	1000198	20	99.76	Prevotella_stercorea_DSM_18206,Prevotella_stercorea_CB35
SRR7293432	1000524	20	96.3	Clostridium_sp._M62/1,Clostridium_saccharolyticum_An168,Hungatella_hathewayi_WAL-18680,Hungatella_hathewayi_12489931,Hungatella_hathewayi_VE202-11,Hungatella_hathewayi_VE202-04,Hungatella_hathewayi_2789STDY5608850,Clostridium_sp._KNHs209,Lachnoclostridium_edouardi_Marseille-P3397
SRR7293432	1001111	20	95.78	Ruminococcus_flavefaciens_AE3010,Ruminococcus_flavefaciens_007c,Ruminococcus_flavefaciens_YAD2003
SRR7293432	1001278	20	95.78	Clostridiales_bacterium_KLE1615
SRR7293432	1002039	20	80.47	Alistipes_inops_627,Tidjanibacter_massiliensis_Marseille-P3084
SRR7293432	4188	19	100	Megasphaera_micronuciformis_F0359
SRR7293432	5902	19	100	Bacteroides_caccae_CL03T12C61,Bacteroides_caccae_2789STDY5834946
SRR7293432	1000171	19	85.58	Parabacteroides_sp._YL27,Muribaculum_intestinale_YL27
SRR7293432	1001940	19	88.94	Clostridiales_bacterium_Marseille-P2846
SRR7293432	13626	18	100	Odoribacter_splanchnicus_An45
SRR7293432	1001201	18	98.82	Prevotella_sp._885
SRR7293432	1002576	18	95.81	Clostridium_colinum_DSM_6011
SRR7293432	1002577	18	99.75	Eubacterium_siraeum_2789STDY5834928
SRR7293432	1000044	17	96.45	Prevotella_copri_JCM_13464
SRR7293432	1000557	17	91.83	Eubacterium_coprostanoligenes_ATCC_51222,Eubacterium_coprostanoligenes_HL
SRR7293432	1001058	17	97.77	Clostridium_sp._KNHs209
SRR7293432	1000274	16	92.86	Intestinimonas_massiliensis_GD2
SRR7293432	1000339	16	94.04	Eggerthellaceae_bacterium_AT8
SRR7293432	1000519	16	80.3	Lachnospiraceae_bacterium_AC2029
