sample_id	osu_id	osu_count	pctsim	species
SRR7293299	1000065	203	91.83	Acetanaerobacterium_elongatum_Z7
SRR7293299	1000291	196	95.09	Megasphaera_sp._NM10
SRR7293299	1000004	194	99.3	Phascolarctobacterium_succinatutens_YIT_12067
SRR7293299	14453	186	100	Ruminococcus_bromii_ATCC_27255,Ruminococcus_bromii_5AMG
SRR7293299	1000363	182	92.12	Sporobacter_termitidis_DSM_10068
SRR7293299	1000705	182	99.01	Faecalibacterium_prausnitzii_2789STDY5608869,Faecalibacterium_prausnitzii_CNCM_I_4575
SRR7293299	1000513	174	97.63	Butyricimonas_paravirosa_214-4
SRR7293299	1001094	173	97.78	Sneathia_sanguinegens_CCUG41628,Sneathia_sanguinegens_CCUG_41628
SRR7293299	11037	168	100	Faecalibacterium_prausnitzii_2789STDY5608869,Faecalibacterium_prausnitzii_CNCM_I_4575
SRR7293299	1001118	166	94.63	Megasphaera_elsdenii_DSM_20460,Megasphaera_elsdenii_24-50,Megasphaera_elsdenii_14-14
SRR7293299	1001131	163	87.13	Gracilibacter_thermotolerans_JW/YJL-S1
SRR7293299	1001145	158	86.42	Acetobacter_orleanensis_JCM_7639_JCM_7639T,Acetobacter_orleanensis_LMG_1583,Acetobacter_orleanensis_CCM_3610,Acetobacter_orleanensis_DSM_4492,Acetobacter_orleanensis_JCM_7639,Acetobacter_orleanensis_NBRC_13752
SRR7293299	1000186	157	97.52	Clostridium_sp._KNHs209
SRR7293299	1000367	157	99.53	Prevotella_stercorea_DSM_18206,Prevotella_stercorea_CB35
SRR7293299	1000019	154	99.5	Faecalibacterium_prausnitzii_CNCM_I_4546,Faecalibacterium_prausnitzii_M21/2,Faecalibacterium_prausnitzii_2789STDY5834970,Faecalibacterium_prausnitzii_CNCM_I_4573,Faecalibacterium_prausnitzii_CNCM_I_4644
SRR7293299	1000187	153	97.87	Prevotella_copri_JCM_13464
SRR7293299	1001185	148	99.01	Subdoligranulum_variabile_BI_114
SRR7293299	11016	146	100	Eubacterium_eligens_2789STDY5834875
SRR7293299	4192	144	100	Faecalibacterium_cf._prausnitzii_KLE1255,Faecalibacterium_prausnitzii_CNCM_I_4542
SRR7293299	7339	143	100	Bacteroides_vulgatus_dnLKV7,Bacteroides_vulgatus_2789STDY5834944
SRR7293299	1000259	140	95.3	Victivallis_vadensis_Cello
SRR7293299	1000760	140	95.75	Bacteroides_caecimuris_I48
SRR7293299	1000132	137	99.75	Eubacterium_eligens_ATCC_27750,Eubacterium_eligens_2789STDY5834875
SRR7293299	1000566	135	99.53	Phascolarctobacterium_succinatutens_YIT_12067
SRR7293299	1000014	134	99.05	Prevotella_copri_JCM_13464
SRR7293299	1001239	133	99.07	Phascolarctobacterium_succinatutens_YIT_12067
SRR7293299	1000032	130	97.87	Prevotella_copri_DSM_18205,Prevotella_copri_JCM_13464
SRR7293299	1001263	129	89.6	Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_cellulosilyticus_CL09T06C25,Bacteroides_intestinalis_KLE1704,Bacteroides_cellulosilyticus_JCM_15632,Bacteroides_cellulosilyticus_CL02T12C19,Bacteroides_sp._14(A),Bacteroides_cellulosilyticus_WH2
SRR7293299	3598	128	100	Eubacterium_eligens_2789STDY5834878
SRR7293299	1000107	125	99.53	Phascolarctobacterium_succinatutens_YIT_12067
SRR7293299	1000875	124	98.82	Prevotella_copri_DSM_18205
SRR7293299	1000118	122	98.35	Prevotella_copri_JCM_13464
SRR7293299	18543	119	100	Gemmiger_formicilis_X2-56
SRR7293299	1000342	119	88.15	Clostridium_sp._BNL1100,Clostridium_josui_JCM_17888,Anaerobacterium_chartisolvens_T-1-35
SRR7293299	1000431	119	99.05	Prevotella_copri_DSM_18205
SRR7293299	13565	118	100	Odoribacter_splanchnicus_An39
SRR7293299	1000808	116	94.04	Eggerthellaceae_bacterium_AT8
SRR7293299	1000166	112	94.1	Sporobacter_termitidis_DSM_10068
SRR7293299	1001356	110	91.13	Clostridiales_bacterium_Marseille-P2846
SRR7293299	1000028	109	94.32	Oscillibacter_sp._ER4
SRR7293299	1000415	108	99.75	Eubacterium_hallii_DSM_3353,Eubacterium_hallii_2789STDY5834835,Eubacterium_hallii_2789STDY5834966
SRR7293299	1000016	107	99.05	Prevotella_copri_DSM_18205
SRR7293299	1000256	107	85.89	Vallitalea_pronyensis_FatNI3
SRR7293299	1000217	106	91.63	Sporobacter_termitidis_DSM_10068
SRR7293299	1001388	105	89.36	Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_cellulosilyticus_CL09T06C25,Bacteroides_intestinalis_KLE1704,Bacteroides_cellulosilyticus_JCM_15632,Bacteroides_cellulosilyticus_CL02T12C19,Bacteroides_sp._14(A),Bacteroides_cellulosilyticus_WH2
SRR7293299	3820	103	100	Alistipes_putredinis_DSM_17216,Alistipes_putredinis_JCM_16772
SRR7293299	1000404	101	95.06	Oscillibacter_sp._1-3,Oscillibacter_sp._PC13
SRR7293299	1000732	101	97.28	Clostridia_bacterium_UC5.1-1D1
SRR7293299	1000330	99	93.84	Flavonifractor_sp._An100
SRR7293299	1000408	99	96.77	Anaerocolumna_cellulosilytica_SN021
SRR7293299	4062	98	100	Veillonella_dispar_ATCC_17748,Veillonella_dispar_DNF00926
SRR7293299	1000161	98	94.63	Megasphaera_sp._NM10
SRR7293299	15541	96	100	Duodenibacillus_massiliensis_Marseille-P2968
SRR7293299	1000101	96	93.83	Oscillibacter_valericigenes_Sjm18-20,Oscillibacter_ruminantium_GH1
SRR7293299	1000015	94	97.4	Prevotella_copri_JCM_13464
SRR7293299	1000158	94	92.36	Sporobacter_termitidis_DSM_10068
SRR7293299	1001452	94	99.3	Phascolarctobacterium_succinatutens_YIT_12067
SRR7293299	1001462	93	86.17	Acetobacter_orleanensis_JCM_7639_JCM_7639T,Acetobacter_orleanensis_LMG_1583,Acetobacter_orleanensis_CCM_3610,Acetobacter_orleanensis_DSM_4492,Acetobacter_orleanensis_JCM_7639,Acetobacter_orleanensis_NBRC_13752
SRR7293299	3804	91	100	Dorea_longicatena_DSM_13814,Dorea_longicatena_2789STDY5608851,Dorea_longicatena_2789STDY5834914,Dorea_longicatena_2789STDY5608866,Dorea_longicatena_2789STDY5834961
SRR7293299	1000009	91	99.53	Prevotella_copri_JCM_13464
SRR7293299	4238	88	100	Collinsella_aerofaciens_ATCC_25986,Collinsella_aerofaciens_indica,Collinsella_sp._4_8_47FAA,Collinsella_aerofaciens_2789STDY5834902,Collinsella_aerofaciens_2789STDY5608823,Collinsella_aerofaciens_2789STDY5608842,Collinsella_sp._TF06-26,Collinsella_aerofaciens_JCM_10188
SRR7293299	1000274	88	94.07	Oscillibacter_sp._ER4
SRR7293299	5897	86	100	Bacteroides_ovatus_3725_D9_iii,Bacteroides_sp._KFT8
SRR7293299	1000374	86	80.3	Lachnospiraceae_bacterium_AC2029
SRR7293299	1000735	86	99.51	Senegalimassilia_anaerobia_JC110_type_strain:_JC110,Senegalimassilia_anaerobia_JC110
SRR7293299	1000877	86	96.31	Clostridiales_bacterium_Marseille-P2846
SRR7293299	21964	85	100	Slackia_isoflavoniconvertens_HE8,Slackia_isoflavoniconvertens_JCM_16137
SRR7293299	8444	83	100	Clostridium_saudiense_JCC,Clostridium_disporicum_2789STDY5834855,Clostridium_disporicum_2789STDY5608827,Clostridium_disporicum_DS1
SRR7293299	1000537	83	94.59	Clostridia_bacterium_UC5.1-1D10,Anaerotignum_lactatifermentans_An75,Anaerotignum_lactatifermentans_DSM_14214,Clostridium_lactatifermentans_G17
SRR7293299	3852	82	100	Ruminococcus_lactaris_ATCC_29176
SRR7293299	1000398	82	91.87	Sporobacter_termitidis_DSM_10068
SRR7293299	1000403	81	90.15	Intestinimonas_massiliensis_GD2
SRR7293299	1000246	80	99.07	Desulfovibrio_piger
SRR7293299	1000183	78	95.06	Oscillibacter_sp._1-3
SRR7293299	4004	77	100	Fusobacterium_gonidiaformans_3-1-5R_3_1_5R,Fusobacterium_equinum_CMW8396
SRR7293299	3988	76	100	Prevotella_copri_DSM_18205
SRR7293299	1000495	74	85.71	Sporanaerobacter_acetigenes_DSM_13106,Sporanaerobacter_acetigenes_Lup33
SRR7293299	3819	71	100	Clostridium_sp._1_1_41A1FAA,Intestinibacter_bartlettii_2789STDY5834879,Intestinibacter_bartlettii_WAL_16138
SRR7293299	1000637	70	88.4	Anaerobacterium_chartisolvens_T-1-35
SRR7293299	1001006	70	99.77	Bacteroides_uniformis_3978_T3_ii,Bacteroides_uniformis_3978_T3_i
SRR7293299	1001022	70	89.36	Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_cellulosilyticus_CL09T06C25,Bacteroides_intestinalis_KLE1704,Bacteroides_cellulosilyticus_JCM_15632,Bacteroides_cellulosilyticus_CL02T12C19,Bacteroides_sp._14(A),Bacteroides_cellulosilyticus_WH2
SRR7293299	1000061	67	89.43	Anaeromassilibacillus_sp._Marseille-P4683
SRR7293299	1000501	66	95.56	Oscillibacter_sp._ER4
SRR7293299	1000471	65	97.27	Clostridium_sp._SS2/1,Anaerostipes_hadrus_BPB5
SRR7293299	1000502	65	92.86	Intestinimonas_massiliensis_GD2
SRR7293299	1001694	65	92.89	Butyricimonas_paravirosa_214-4
SRR7293299	3801	64	100	Blautia_obeum_2789STDY5608837,Blautia_obeum_2789STDY5834921
SRR7293299	11038	64	100	Roseburia_intestinalis_2789STDY5834960,Roseburia_intestinalis_DSM_14610,Roseburia_intestinalis_L1-82
SRR7293299	1000231	63	93.85	Prevotella_sp._S7-1-8
SRR7293299	1000286	63	90.64	Clostridiales_bacterium_Marseille-P2846
SRR7293299	1001390	63	99.76	Bacteroides_vulgatus_dnLKV7,Bacteroides_vulgatus_2789STDY5834944
SRR7293299	1000171	62	99.29	Prevotella_copri_DSM_18205
SRR7293299	1000554	62	93.35	Intestinimonas_massiliensis_GD2
SRR7293299	1000388	61	92.35	Eubacterium_coprostanoligenes_ATCC_51222,Eubacterium_coprostanoligenes_HL
SRR7293299	1000942	61	98.26	Lachnospiraceae_bacterium_TF01-11
SRR7293299	1000355	59	86.49	Falcatimonas_natans_WN011
SRR7293299	1000125	58	99.26	Faecalibacterium_prausnitzii_CNCM_I_4546,Faecalibacterium_prausnitzii_M21/2,Faecalibacterium_prausnitzii_2789STDY5834970,Faecalibacterium_prausnitzii_CNCM_I_4573,Faecalibacterium_prausnitzii_CNCM_I_4644
SRR7293299	1001082	58	98.52	Flavonifractor_sp._An100
SRR7293299	1001779	58	99.26	Faecalibacterium_prausnitzii_2789STDY5608869,Faecalibacterium_prausnitzii_CNCM_I_4575
SRR7293299	4096	56	100	Faecalibacterium_prausnitzii_A2-165,Faecalibacterium_prausnitzii_CNCM_I_4543,Faecalibacterium_prausnitzii_CNCM_I_4574,Faecalibacterium_prausnitzii_AHMP21,Faecalibacterium_prausnitzii_Indica,Faecalibacterium_prausnitzii_A2165
SRR7293299	1001482	56	91.11	Ruminococcus_sp._FC2018
SRR7293299	4107	55	100	Bacteroides_sp._2_1_33B,Parabacteroides_sp._D26,Parabacteroides_distasonis_2789STDY5834901
SRR7293299	1000068	55	96.77	Gemmiger_formicilis_X2-56
SRR7293299	1000538	55	95.78	Ruminococcus_flavefaciens_AE3010,Ruminococcus_flavefaciens_007c,Ruminococcus_flavefaciens_YAD2003
SRR7293299	1001485	55	95.56	Oscillibacter_sp._ER4
SRR7293299	1000239	54	97.27	Lachnospira_pectinoschiza_2789STDY5834836,Lachnospira_pectinoschiza_2789STDY5834886,Lactobacillus_rogosae_ATCC_27753
SRR7293299	1000252	54	91.13	Clostridiales_bacterium_Marseille-P2846
SRR7293299	1000273	54	96.04	Ruminococcus_bromii_ATCC_27255,Ruminococcus_bromii_5AMG
SRR7293299	1000290	54	95.07	Sporobacter_termitidis_DSM_10068
SRR7293299	1001695	54	96.3	Oscillibacter_sp._KLE_1728,Oscillibacter_sp._KLE_1745,Oscillospiraceae_bacterium_VE202-24
SRR7293299	1001839	54	96.55	Clostridiales_bacterium_Marseille-P2846
SRR7293299	3049	53	100	Eubacterium_rectale_ATCC_33656,Eubacterium_rectale_2789STDY5608860,Eubacterium_rectale_2789STDY5834884,Eubacterium_rectale_2789STDY5834968
SRR7293299	1000690	53	97.77	Eubacterium_coprostanoligenes_ATCC_51222,Eubacterium_coprostanoligenes_HL
SRR7293299	1001389	53	95.78	Lachnoclostridium_edouardi_Marseille-P3397
SRR7293299	1001433	53	88.15	Clostridium_sp._BNL1100,Clostridium_josui_JCM_17888,Anaerobacterium_chartisolvens_T-1-35
SRR7293299	1001858	53	95.78	Clostridium_sp._M62/1,Clostridium_saccharolyticum_An168
SRR7293299	1000839	52	97.27	Clostridiales_bacterium_1_7_47FAA,Lachnoclostridium_pacaense_Marseille-P3100
SRR7293299	1001264	52	88.15	Anaerobacterium_chartisolvens_T-1-35
SRR7293299	1000758	51	91.63	Clostridiales_bacterium_Marseille-P2846
SRR7293299	1001888	51	89.16	Flavonifractor_sp._An306
SRR7293299	11018	49	100	Fusicatenibacter_saccharivorans_2789STDY5834923,Fusicatenibacter_saccharivorans_2789STDY5608849,Fusicatenibacter_saccharivorans_2789STDY5834885,Fusicatenibacter_saccharivorans_HT03-11
SRR7293299	1000421	49	94.33	Alistipes_putredinis_DSM_17216,Alistipes_putredinis_JCM_16772
SRR7293299	1000113	48	98.76	Clostridium_disporicum_2789STDY5834856
SRR7293299	16667	47	100	Alistipes_shahii_JCM_16773
SRR7293299	1000356	47	89.9	Flavonifractor_sp._An306
SRR7293299	1000163	46	91.4	Ethanoligenens_harbinense_YUAN-3
SRR7293299	1000223	46	95.3	Eubacterium_coprostanoligenes_ATCC_51222,Eubacterium_coprostanoligenes_HL
SRR7293299	1000260	46	96.03	Clostridium_sp._KNHs209
SRR7293299	1001974	46	90.78	Parabacteroides_sp._D13,Parabacteroides_distasonis_CL03T12C09,Parabacteroides_sp._CT06,Parabacteroides_distasonis_2b7A
SRR7293299	3799	45	100	Eubacterium_ventriosum_ATCC_27560
SRR7293299	1000076	45	97.52	Eubacterium_ruminantium_HUN269,Eubacterium_ruminantium_2388,Eubacterium_ruminantium_FB3002,Eubacterium_ruminantium_ATCC_17233,Eubacterium_ruminantium_GA195
SRR7293299	1000784	45	89.16	Ruminococcus_sp._FC2018
SRR7293299	1001682	45	99.27	Libanicoccus_massiliensis_Marseille-P3237
SRR7293299	2433	44	100	Bacteroides_vulgatus_2789STDY5834842,Bacteroides_vulgatus_2789STDY5834897,Bacteroides_vulgatus_JCM_5826,Bacteroides_vulgatus_mpk
SRR7293299	1001199	44	99.51	Agathobaculum_butyriciproducens_SR79
SRR7293299	1002000	44	96.27	Dialister_succinatiphilus_YIT_11850
SRR7293299	4144	43	100	Bacteroides_sp._D22,Bacteroides_xylanisolvens_An109,Bacteroides_xylanisolvens_NLAE-zl-C202,Bacteroides_xylanisolvens_CL03T12C04
SRR7293299	1000306	43	93.1	Intestinimonas_butyriciproducens_ER1,Intestinimonas_butyriciproducens_SRB-521-5-I,Intestinimonas_butyriciproducens_AF211,Intestinimonas_butyriciproducens_27-5-10
SRR7293299	1000768	43	79.8	Lachnospiraceae_bacterium_AC2029
SRR7293299	1000888	43	89.16	Flavonifractor_sp._An100
SRR7293299	1001708	43	93.09	Emergencia_timonensis_SN18
SRR7293299	4610	42	100	Bilophila_wadsworthia_3_1_6,Bilophila_sp._4_1_30,Bilophila_wadsworthia_ATCC_49260
SRR7293299	1000376	42	99.01	Ruminococcus_flavefaciens_FD-1,Ruminococcus_flavefaciens_ND2009,Ruminococcus_flavefaciens_MA2007
SRR7293299	1000691	42	93.8	Eubacterium_siraeum_2789STDY5834928
SRR7293299	1001151	41	99.75	Howardella_ureilytica_GPC_589
SRR7293299	4060	40	100	Ruminococcus_sp._5_1_39BFAA,Blautia_obeum_2789STDY5608838,Blautia_wexlerae_2789STDY5834863,Blautia_obeum_2789STDY5834957,Blautia_obeum_2789STDY5834861,Blautia_wexlerae_DSM_19850,Blautia_sp._Marseille-P2398
SRR7293299	13921	40	100	Prevotella_sp._885
SRR7293299	1002065	40	87.44	Clostridium_sp._Bc-iso-3,Clostridium_sp._link-BC1
SRR7293299	11029	39	100	Roseburia_inulinivorans_2789STDY5608887,Roseburia_inulinivorans_2789STDY5608835,Roseburia_inulinivorans_L1-83,Roseburia_inulinivorans_A2-194
SRR7293299	4147	38	100	Veillonella_sp._3_1_44,Veillonella_parvula_UMB0371
SRR7293299	4699	38	100	Odoribacter_splanchnicus_DSM_20712_DSM_220712,Odoribacter_splanchnicus_NCTC10825,Odoribacter_splanchnicus_DSM_220712,Odoribacter_splanchnicus_JCM_15291
SRR7293299	1000693	38	98.76	Clostridia_bacterium_UC5.1-1D1
SRR7293299	12185	37	100	Clostridiales_bacterium_KLE1615
SRR7293299	1002015	37	82.67	Ruminococcaceae_bacterium_AE2021,Ruminococcaceae_bacterium_KH2T8,Ruminococcaceae_bacterium_KHP2
SRR7293299	1002121	37	95.53	Lachnoclostridium_edouardi_Marseille-P3397
SRR7293299	11027	35	100	Ruminococcus_torques_2789STDY5608867,Ruminococcus_torques_2789STDY5608833,Ruminococcus_torques_2789STDY5834889,Ruminococcus_faecis_Eg2
SRR7293299	1000249	35	96.29	Lachnoclostridium_sp._An138,Lachnoclostridium_sp._An131
SRR7293299	1000397	35	96.31	Butyricicoccus_sp._BB10
SRR7293299	1000482	35	80.24	Alistipes_inops_627,Tidjanibacter_massiliensis_Marseille-P3084
SRR7293299	1002159	35	91.58	Victivallis_vadensis_Cello
SRR7293299	1002161	35	96.23	Bacteroides_acidifaciens_1e8A,Bacteroides_congonensis_Marseille-P3132
SRR7293299	2137	34	100	Bacteroides_fragilis_[58],Bacteroides_sp._3_2_5,Pseudomonas_aeruginosa_PAHM4
SRR7293299	1000922	34	95.04	Prevotellamassilia_timonensis_Marseille-P2831
SRR7293299	1001150	34	91.63	Intestinimonas_massiliensis_GD2
SRR7293299	1002185	34	94.58	Sporobacter_termitidis_DSM_10068
SRR7293299	1002213	33	99.01	Agathobaculum_butyriciproducens_SR79
SRR7293299	1000138	32	93.68	Anaerovibrio_lipolyticus_5S,Anaerovibrio_lipolyticus_DSM_3074,Anaerovibrio_sp._JC8
SRR7293299	1002240	32	98.35	Prevotella_copri_JCM_13464
SRR7293299	1000110	31	99.53	Veillonella_tobetsuensis_ATCC_BAA-2400,Veillonella_tobetsuensis_JCM_17976,Veillonella_rogosae_CF100
SRR7293299	1000160	31	98.76	Ruminococcus_bicirculans_80/3
SRR7293299	1002267	31	99.05	Prevotella_sp._P4-65,Prevotella_sp._P5-125,Prevotella_sp._P5-60
SRR7293299	1000472	30	92.43	Alloprevotella_rava_81/4-12
SRR7293299	1000506	30	97.77	Lachnoclostridium_edouardi_Marseille-P3397
SRR7293299	1001154	30	97.04	Oscillibacter_valericigenes_Sjm18-20
SRR7293299	1000405	29	86.45	Clostridiales_bacterium_Marseille-P2846
SRR7293299	1000890	29	91.63	Clostridium_straminisolvens_JCM_21531,Clostridium_straminisolvens_CSK1
SRR7293299	11026	28	100	Bacteroides_thetaiotaomicron_2789STDY5834846,Bacteroides_sp._HMSC067B03,Bacteroides_faecis_MAJ27
SRR7293299	11823	28	100	Parvimonas_sp._KA00067
SRR7293299	1001067	28	93.83	Emergencia_timonensis_SN18
SRR7293299	1001092	28	99.05	Prevotella_copri_DSM_18205
SRR7293299	3870	27	100	Coprococcus_comes_ATCC_27758,Coprococcus_comes_2789STDY5608832,Coprococcus_comes_2789STDY5834962,Coprococcus_comes_2789STDY5834913,Coprococcus_comes_2789STDY5834866
SRR7293299	1000020	27	97.29	Succinivibrio_dextrinosolvens_ACV-10,Succinivibrio_dextrinosolvens_0554
SRR7293299	1002360	27	90.89	Clostridium_akagii_DSM_12554,Clostridium_akagii_CK58
SRR7293299	1002361	27	96.55	Clostridiales_bacterium_Marseille-P2846
SRR7293299	1000167	26	99.77	Catenibacterium_mitsuokai_2789STDY5608825
SRR7293299	1000373	26	93.81	Ruminococcus_callidus_ATCC_27760
SRR7293299	1000396	26	99.53	Paraprevotella_clara_YIT_11840,Paraprevotella_clara_JCM_14859
SRR7293299	1000565	26	90.42	Christensenella_massiliensis_Marseille-P2438
SRR7293299	1001796	26	89.36	Barnesiella_intestinihominis_YIT_11860
SRR7293299	4506	25	100	Prevotella_disiens_FB035-09AN,Prevotella_disiens_JCM_6334_=_ATCC_29426,Prevotella_disiens_DNF00882,Prevotella_disiens_JCM_6334
SRR7293299	1001422	25	89.9	bacterium_MS4
SRR7293299	1001808	25	92.12	Intestinimonas_massiliensis_GD2
SRR7293299	1002215	25	98.27	Oscillibacter_sp._ER4
SRR7293299	1002417	25	96.55	Butyricicoccus_pullicaecorum_1.2,Butyricicoccus_pullicaecorum_An180,Butyricicoccus_pullicaecorum_An179,Butyricicoccus_pullicaecorum,Butyricicoccus_pullicaecorum_25-3
SRR7293299	2436	24	100	Bacteroides_sp._3_1_19,Parabacteroides_distasonis_2789STDY5608822
SRR7293299	1000365	24	98.26	Clostridium_sp._KNHs209
SRR7293299	1001850	24	98.52	Clostridium_sp._SN20
SRR7293299	1002452	24	80.94	Alistipes_inops_627,Tidjanibacter_massiliensis_Marseille-P3084
SRR7293299	1000621	23	80.24	Pelobacter_seleniigenes_DSM_18267,Pelobacter_seleniigenes_KM
SRR7293299	1001000	23	87.38	Vallitalea_pronyensis_FatNI3
SRR7293299	1002483	23	84.16	Victivallis_vadensis_Cello
SRR7293299	1002485	23	90.91	Ethanoligenens_harbinense_YUAN-3
SRR7293299	1713	22	100	Klebsiella_pneumoniae_[669],Klebsiella_oxytoca_[2]
SRR7293299	1000788	22	94.87	Olsenella_sp._An290,Olsenella_sp._An188,Olsenella_sp._An270,Olsenella_sp._Marseille-P2300
SRR7293299	1001357	22	95.05	Ihubacter_massiliensis_Marseille-P2843
SRR7293299	13802	21	100	Bacteroides_caccae_ATCC_43185,Bacteroides_caccae_JCM_9498
SRR7293299	1000593	21	99.26	Eubacterium_xylanophilum_ATCC_35991
SRR7293299	1000622	20	87.93	Flavonifractor_sp._An306
SRR7293299	1000661	20	98.01	Clostridium_sp._M62/1,Clostridium_saccharolyticum_An168
SRR7293299	1002570	20	98.82	Prevotella_copri_JCM_13464
SRR7293299	5828	19	100	Alistipes_finegoldii_AHN_2437
SRR7293299	1002604	19	88.92	Flavonifractor_sp._An306
SRR7293299	15151	18	100	Romboutsia_timonensis_Marseille-P326,Romboutsia_timonensis_DR1
SRR7293299	1000201	18	85.34	Prevotella_sp._109
SRR7293299	1000460	18	97.77	Colidextribacter_massiliensis_Marseille-P3083
SRR7293299	1001442	18	85.71	Flavonifractor_sp._An306
SRR7293299	1002645	18	97.16	Bacteroides_fragilis_[10],Bacteroides_sp._Marseille-P2653,Bacteroides_sp._UW
SRR7293299	3879	17	100	Enterobacter_cloacae_UCI_30
SRR7293299	1000221	17	99.25	Terrisporobacter_othiniensis_08-306576,Terrisporobacter_petrolearius_LAM0A37
SRR7293299	1000638	17	96.8	Intestinimonas_butyriciproducens_ER1,Intestinimonas_butyriciproducens_SRB-521-5-I,Intestinimonas_butyriciproducens_AF211,Intestinimonas_butyriciproducens_27-5-10
SRR7293299	1000410	16	90.15	Intestinimonas_massiliensis_GD2
SRR7293299	15733	15	100	Bacteroides_sp._Marseille-P2653
SRR7293299	1000709	15	85.64	Vallitalea_pronyensis_FatNI3
SRR7293299	11033	14	100	Lachnospira_pectinoschiza_2789STDY5834836,Lachnospira_pectinoschiza_2789STDY5834886,Lactobacillus_rogosae_ATCC_27753
SRR7293299	1000097	14	91.49	Prevotella_salivae_DSM_15606,Prevotella_salivae_EPSA11,Prevotella_salivae_F0493,Prevotella_sp._HJM029
SRR7293299	1000765	14	92.86	Sporobacter_termitidis_DSM_10068
SRR7293299	1001420	14	93.35	Flavonifractor_sp._An100
SRR7293299	3807	13	100	Bacteroides_uniformis_[10],Bacteroides_sp._4_1_36
